SMILES,LogD
CC(C)(C)C1=CC=CC(OCC(=O)NC2=CC=C(OCC(O)=O)C(F)=C2)=C1,0.35
CC(OC1=CC=CC=C1F)C(=O)NC1=CC=C(OCC(O)=O)C(F)=C1,0.07
COC1=CC(=CC=C1C1=CN=C(C)O1)C1=NN=C2N1CCCC21OCC2=CC=CC=C2N(CC(F)(F)F)C1=O,2.2
COC1=CC(=CC=C1C1=CN=C(C)O1)C1=NN=C2N1CCCC2(OC1=CC=C(F)C(F)=C1)C(C)(C)O,2.8
COC1=CC(=CC=C1C1=CN=C(C)O1)C1=NN=C2N1CCCC2(CC1=CC=C(F)C(F)=C1)C(N)=O,2.3
COC1=CC(=CC=C1C1=CN=C(C)O1)C1=NN=C2N1CCCC21OCC2=C(C=CC=C2C(F)(F)F)N(CC(F)(F)F)C1=O,2.9
COC1=CC(=CC=C1C1=CN=C(C)O1)C1=NN=C2N1CCC[C@]2(OC1=CC(F)=C(F)C(F)=C1)C(C)(C)O,3.2
COC1=CC(=CC=C1C1=CN=C(C)O1)C1=NN=C2N1CCCC21COC2=CC=CC=C2N(CC(F)(F)F)C1=O,2.5
COC1=CC(=CC=C1C1=CN=C(C)O1)C1=NN=C2N1CCCC2(OC1=CC=C(F)C(Cl)=C1)C(C)(C)O,3.2
COC1=CC(=CC=C1C1=CN=C(C)O1)C1=NN=C2N1CCCC2(CC1=CC=C(F)C(F)=C1)C(O)=O,2.6
COC1=CC(=CC=C1C1=CN=C(C)O1)C1=NN=C2N1CCCC2(CN)C1=CC=C(Cl)C(Cl)=C1,3.1
COC1=CC(=CC=C1C1=CN=C(C)O1)C1=NN=C2N1CCCC21C(=O)N(CC(F)(F)F)C2=CC=CC=C12,2.2
COC1=CC(=CC=C1C1=CN=C(C)O1)C1=NN=C2N1CCC[C@@]2(OC1=CC(F)=C(F)C(F)=C1)C(C)(C)O,3.2
COC1=CC(=CC=C1C1=CN=C(C)O1)C1=NN=C2N1CCCC2(OC)C1=CC=C(Cl)C(Cl)=C1,3.7
COC1=CC(=CC=C1C1=CN=C(C)O1)C1=NN=C2N1CCCC2(O)C1=CC=C(Cl)C(Cl)=C1,2.9
COC1=CC(=CC=C1C1=CN=C(C)O1)C1=NN=C2C(CCCN12)C1=CC=C(Cl)C(Cl)=C1,3.2
COC1=CC(=CC=C1C1=CN=C(C)O1)C1=NN=C2N1CCCC2(CC1=CC=C(F)C(F)=C1)C(=O)N(C)CC(F)(F)F,2.9
COC1=CC(=CC=C1C1=CN=C(C)O1)C1=NN=C2N1CCCC21CC2=CC=CC=C2N(CC(F)(F)F)C1=O,2.4
COC1=CC(=CC=C1C1=CN=C(C)O1)C1=NN=C2N1CCCC2(CNC(C)=O)C1=CC=C(Cl)C(Cl)=C1,3.2
COC1=CC(=CC=C1C1=CN=C(C)O1)C1=NN=C2N1CCCC2(C1=CC=C(F)C(F)=C1)C(C)(C)O,2.9
COC1=CC(=CC=C1C1=CN=C(C)O1)C1=NN=C2N1CCCC2(CC1=CC=C(F)C(F)=C1)C(=O)NCC(F)(F)F,3
COC1=CC(=CC=C1C1=CN=C(C)O1)C1=NN=C2N1CCCC2(OC1=CC(F)=C(F)C(F)=C1)C(C)(C)O,3.2
COC1=CC(=CC=C1C1=CN=C(C)O1)C1=NN=C2N1CCCC2(CC1=CC=C(F)C(F)=C1)C(C)(C)O,3
COC1=CC(=CC=C1C1=CN=C(C)O1)C1=NN=C2N1CCCC2(CO)CC1=CC=C(F)C(F)=C1,2.5
COC1=CC(=CC=C1C1=CN=C(C)O1)C1=NN=C2N1CCCC2(C1=CC=C(Cl)C(Cl)=C1)C(C)(C)O,3.7
COC1=CC(=CC=C1C1=CN=C(C)O1)C1=NN=C2N1CCCC21OCC2=C(Cl)C=CC=C2N(CC(F)(F)F)C1=O,2.8
CC(C)CCN1C[C@@H](C)N([C@@H](C)C2=CC=NC=C12)C(=O)NC1=CC=CN=C1,3.2
C[C@@H]1CN(CC2=CC=CC=C2)C2=CC=CC=C2[C@H](C)N1C(=O)NCC1=CC=CC=C1,4.1
C[C@@H]1CN(CC2=CC=CC=C2)C2=CN=CC(F)=C2[C@H](C)N1C(=O)NC1=CC=CN=C1,3.3
COC1=CC=C(CNC(=O)N2[C@H](C)CN(CCC(C)C)C3=CN=CC=C3[C@@H]2C)C=C1,4
C[C@@H]1CN(CC2=CC=CC=C2)C2=CN=CC=C2[C@H](C)N1C(=O)NCC1=CC=CC=C1,3.1
ClC1=CC=C(\C=N\NC(=N)N\N=C\C2=CC=C(Cl)C=C2)C=C1,4.5
CC(C)(C)C1=CC=C(\C=N\NC(=N)N\N=C\C2=CC=C(C=C2)C(C)(C)C)C=C1,5.3
OC\C(=N/NC(=N)N\N=C(/CO)C1=CC=C(Cl)C=C1)C1=CC=C(Cl)C=C1,4
CN1CCN(CC1)C(=O)N1CCC2(CC1)OO[C@@]1(O2)C2CC3CC(C2)CC1C3,2.6
C(N1CCC2(CC1)OO[C@@]1(O2)C2CC3CC(C2)CC1C3)C1=CC=CC=C1,3.5
OC(=O)C1=CC=CC=C1C(=O)N1CCC2(CC1)OO[C@@]1(O2)C2CC3CC(C2)CC1C3,1.2
Cl.C1CC2(CCN1)OOC1(O2)C2CC3CC(C2)CC1C3,0.25
C(N1CCC2(CC1)OO[C@@]1(O2)C2CC3CC(C2)CC1C3)C1=CC=NC=C1,2.7
CCS(=O)(=O)CCN1CCC2(CC1)OO[C@@]1(O2)C2CC3CC(C2)CC1C3,2.3
NC1=CC=C(C=C1)C1=CC=NC(NC2=CC=C(C=C2)S(=O)(=O)NCCO)=N1,-0.58
NCCOC1=CC=C(C=C1)C1=CC=NC(NC2=CC=C(C=C2)S(N)(=O)=O)=N1,-1.39
OCCNS(=O)(=O)C1=CC=C(NC2=NC(=CC=N2)C2=CC(=CC=C2)C#N)C=C1,1.49
NC1=CC=CC=C1OC1=CC=C(C=C1)C1=CC=NC(NC2=CC=C(C=C2)S(N)(=O)=O)=N1,3.29
NS(=O)(=O)C1=CC=C(NC2=NC(=CC=N2)C2=CC=C(C=C2)C#N)C=C1,3.81
CN1CC[C@@]23[C@H]4OC5=C2C(C[C@@H]1[C@@H]3C=C[C@@H]4OC(C)=O)=CC=C5OC(C)=O,0.85
CN1CC[C@]23[C@H]4OC5=C(O[C@@H]6O[C@@H]([C@@H](O)[C@H](O)[C@H]6O)C(O)=O)C=CC(C[C@@H]1[C@@H]2C=C[C@@H]4O)=C35,-1.12
COC1=CC=C2C[C@H]3NCC[C@@]45[C@@H](OC1=C24)[C@@H](O)C=C[C@@H]35,-1.26
CN1CC[C@@]23[C@H]4OC5=C2C(C[C@@H]1[C@@H]3C=C[C@@H]4OC(C)=O)=CC=C5O,0.61
CO[C@@]12CC[C@@]3(C[C@@H]1[C@](C)(O)C(C)(C)C)[C@H]1CC4=CC=C(O)C5=C4[C@@]3(CCN1CC1CC1)[C@H]2O5,3.93
O[C@H]1C=C[C@H]2[C@H]3CC4=CC=C(O)C5=C4[C@@]2(CCN3)[C@H]1O5,-1.56
CO[C@@H](CC1=CC=CC=C1)[C@@H](C)\C=C(/C)\C=C\[C@@H]1NC(=O)[C@H](CCCN=C2NC(O)C(=N2)C2=CC=CC=C2)NC(=O)[C@@H](C)[C@@H](NC(=O)\C(NC(=O)CC[C@@H](NC(=O)[C@H]1C)C(O)=O)=C/C)C(O)=O,-4.8
CO[C@@H](CC1=CC=CC=C1)[C@@H](C)\C=C(/C)\C=C\[C@@H]1NC(=O)[C@H](C)NC(=O)[C@@H](C)[C@@H](CC(=O)[C@H](CC(C)C)NC(=O)[C@@H](C)NC(=O)C(=C)N(C)C(=O)CC[C@@H](NC(=O)[C@H]1C)C(O)=O)C(O)=O,-6.8
CO[C@@H](CC1=CC=CC=C1)[C@@H](C)\C=C(/C)\C=C\[C@@H]1NC(=O)[C@H](CCCNC(N)=N)NC(=O)[C@@H](C)[C@@H](NC(=O)\C(NC(=O)CC[C@@H](NC(=O)[C@H]1C)C(=O)OCOC(C)=O)=C/C)C(=O)OCOC(C)=O,-2
CO[C@@H](CC1=CC=CC=C1)[C@@H](C)\C=C(/C)\C=C\[C@@H]1NC(=O)[C@H](CCCNC(N)=N)NC(=O)[C@@H](C)[C@@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](C)NC(=O)C(=C)N(C)C(=O)CC[C@@H](NC(=O)[C@H]1C)C(O)=O)C(O)=O,-8.5
CO[C@@H](CC1=CC=CC=C1)[C@@H](C)\C=C(/C)\C=C\[C@@H]1NC(=O)CNC(=O)[C@@H](C)[C@@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](C)NC(=O)C(=C)N(C)C(=O)CC[C@@H](NC(=O)[C@H]1C)C(=O)OCOC(C)=O)C(=O)OCOC(C)=O,1.2
CO[C@@H](CC1=CC=CC=C1)[C@@H](C)\C=C(/C)\C=C\[C@@H]1NC(=O)[C@H](CCCNC(N)=N)NC(=O)[C@@H](C)[C@@H](NC(=O)\C(NC(=O)CC[C@@H](NC(=O)[C@H]1C)C(O)=O)=C/C)C(O)=O,-8.5
CCC(=O)OCOC(=O)[C@H]1CCC(=O)N\C(=C\C)C(=O)N[C@H]([C@H](C)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N[C@@H](\C=C\C(\C)=C\[C@H](C)[C@H](CC2=CC=CC=C2)OC)[C@H](C)C(=O)N1)C(=O)OCOC(=O)CC,-0.7
C[C@@H]1CC2=CC(O)=CC=C2[C@H](N1C1=CC=C(OC(F)(F)F)C=C1)C1=CC=C(\C=C\C(O)=O)C=C1,4.2
OC(=O)\C=C\C1=CC=C(C=C1)C1N(CCC2=CC(O)=CC=C12)C1=CC=C(OC(F)(F)F)C=C1,3.7
CC(C)CN1[C@H](C)CC2=CC(O)=CC=C2[C@@]1(C)C1=CC=C(\C=C\C(O)=O)C=C1,2.7
CC(C)CN1CCC2=C(C=CC(O)=C2C)[C@H]1C1=CC=C(\C=C\C(O)=O)C=C1,1.6
CC(C)CN1CCC2=C(C=C(C)C(O)=C2)[C@H]1C1=CC=C(\C=C\C(O)=O)C=C1,1.8
COC[C@H](C)CN1[C@H](C)CC2=CC(O)=CC=C2[C@H]1C1=CC=C(\C=C\C(O)=O)C=C1,1
CC(C)CN1CCC2=CC(O)=CC=C2[C@H]1C1=CC=C(\C=C\C(O)=O)C=C1,1.3
C[C@H](CF)CN1[C@H](C)CC2=CC(O)=CC=C2[C@H]1C1=C(F)C=C(\C=C\C(O)=O)C=C1F,2.5
OC(=O)\C=C\C1=CC=C(C=C1)C1N(CCC2=CC(O)=CC=C12)C1=CC=CC=C1,2.4
OC(=O)\C=C\C1=CC=C(C=C1)C1N(CC2=CC=CC=C2)CCC2=CC(O)=CC=C12,2.2
CC(C)CN1[C@@H](C2=CC=C(O)C=C2CC1(C)C)C1=C(F)C=C(\C=C\C(O)=O)C=C1F,2.7
COC[C@H](C)CN1[C@H](C)CC2=CC(O)=CC=C2[C@H]1C1=C(F)C=C(\C=C\C(O)=O)C=C1F,1.6
C[C@@H]1CC2=CC(O)=CC=C2[C@H](N1CC(C)(C)F)C1=C(F)C=C(\C=C\C(O)=O)C=C1F,2.1
COC[C@H](C)CN1[C@@H](C2=CC=C(O)C=C2CC1(C)C)C1=C(F)C=C(\C=C\C(O)=O)C=C1F,2
C[C@H](CF)CN1[C@H](C2=CC=C(\C=C\C(O)=O)C=C2)C2=CC=C(O)C=C2CC1(C)C,1.8
CC(C)CN1[C@H](C)CC2=CC(O)=CC=C2[C@H]1C1=CC=C(\C=C\C(O)=O)C=C1,1.7
CC(C)CN1CCC2=CC(O)=CC=C2[C@@H]1C1=CC=C(\C=C\C(O)=O)C=C1,1.4
C[C@H](CF)CN1[C@H](C)CC2=CC(O)=CC=C2[C@H]1C1=CC=C(\C=C\C(O)=O)C=C1,1.5
CC(C)CN1[C@H](C)CC2=CC=CC=C2[C@H]1C1=CC=C(\C=C\C(O)=O)C=C1,2.5
CC(C)CN1[C@H](C2=CC=C(\C=C\C(O)=O)C=C2)C2=CC=C(O)C=C2CC1(C)C,1.5
COC1=CC=C2[C@H](N(CC(C)C)[C@H](C)CC2=C1)C1=CC=C(\C=C\C(O)=O)C=C1,2.3
C[C@H](CF)CN1[C@@H](C2=CC=C(O)C=C2CC1(C)C)C1=C(F)C=C(\C=C\C(O)=O)C=C1F,3.1
CC(C)CN1CCC2=CC(O)=CC=C2[C@@]1(C)C1=CC=C(\C=C\C(O)=O)C=C1,2.2
CC(C)(F)CN1[C@H](C2=CC=C(\C=C\C(O)=O)C=C2)C2=CC=C(O)C=C2CC1(C)C,2.3
CCNC(=O)NC1=NC=C2C(COC(=O)N3CCNCC3)=CC=C(C3=CC=NC(C)=C3)C2=C1,1.9
Cl.CCNC(=O)NC1=NC=C2C(CNC(=O)OCCN3CCOCC3)=CC=C(C3=CC=NC=C3)C2=C1,2.3
CCNC(=O)NC1=NC=C2C(COC(=O)N[C@@H]3CCNC[C@@H]3F)=CC=C(C3=CC=NC(C)=C3)C2=C1,1.5
CCNC(=O)NC1=NC=C2C(COC(=O)N[C@@H]3CCNC[C@H]3F)=CC=C(C3=CC=NC(C)=C3)C2=C1,2.2
CCNC(=O)NC1=NC=C2C(CNC(=O)OC)=CC=C(C3=CC=NC=C3)C2=C1,2.7
CCNC(=O)NC1=NC=C2C(CNC(=O)OCCO)=CC=C(C3=CC=NC=C3)C2=C1,2
CCNC(=O)NC1=NC=C2C(CNC(=O)OCCOC)=CC=C(C3=CC=NC(C)=C3)C2=C1,3
CCNC(=O)NC1=NC=C2C(CNC(=O)CCOC)=CC=C(C3=CC=NC(C)=C3)C2=C1,2.6
CCNC(=O)NC1=NC=C2C(CNC(=O)C3CC3)=CC=C(C3=CC=NC(C)=C3)C2=C1,3.4
CCNC(=O)NC1=NC=C2C(COC(=O)N3CCN(C)CC3)=CC=C(C3=CC=NC(C)=C3)C2=C1,3.1
CCNC(=O)NC1=NC=C2C(CNC(=O)OC(C)C)=CC=C(C3=CC=NC=C3)C2=C1,3.7
CCNC(=O)NC1=NC=C2C(CNC(=O)OC)=CC=C(C3=CC=NC(C)=C3)C2=C1,3.1
CCNC(=O)NC1=NC=C2C(CNC(=O)OCCO)=CC=C(C3=CC=NC(C)=C3)C2=C1,2.5
CCNC(=O)NC1=NC=C2C(CNC(C)=O)=CC=C(C3=CC=NC(C)=C3)C2=C1,2.6
CCNC(=O)NC1=NC=C2C(CNC(=O)OCCNCC(C)(C)C)=CC=C(C3=CC=NC=C3)C2=C1,2.6
CCNC(=O)NC1=NC=C2C(COC(=O)NC3CCNCC3)=CC=C(C3=CC=NC(C)=C3)C2=C1,0.8
Cl.CCNC(=O)NC1=NC=C2C(COC(=O)N3CCN(CC4CC4)CC3)=CC=C(C3=CC=NC(C)=C3)C2=C1,3.6
CCNC(=O)NC1=NC=C2C(CNC(=O)OCCNC)=CC=C(C3=CC=NC=C3)C2=C1,0.2
CCNC(=O)NC1=NC=C2C(CNC(=O)OC3CCNCC3(F)F)=CC=C(C3=CC=NC(C)=C3)C2=C1,3.1
COC1=CN=C2C=CC(=O)N(CCN3CCN(CC3)C3=NC4=CC(=CC=C4N3)C(F)(F)F)C2=C1,2.8
CC1=C(Cl)C=C2N=C(NC2=C1)C1CCN(CCN2C(=O)C=CC3=NC=C(F)C=C23)CC1,3.7
O=C1C=CC2=NC=C(OC3=CC=CN=C3)C=C2N1CCN1CCC(CC1)C1=NC2=CC(=CC=C2N1)C#N,2.9
COC1=CN=C2C=CC(=O)N(CCN3CCC(CC3)C3=NC4=CC(Cl)=C(F)C=C4N3)C2=C1,4
COC1=CN=C2C=CC(=O)N(CCN3CCC(CC3)C3=NC4=CC(=CC=C4N3)C#N)C2=C1,2.4
COC1=CN=C2C=CC(=O)N(CCN3CCC(CC3)C3=NC4=CC(C#N)=C(C)C=C4N3)C2=C1,2.8
COC1=CN=C2C=CC(=O)N(CCN3CCN(CC3)C3=NC4=CC=CC=C4N3)C2=C1,2.4
COC1=CN=C2C=CC(=O)N(CCN3CCC(CC3)C3=CNC4=CC(=CC=C34)C(F)(F)F)C2=C1,4
COC1=CN=C2C=CC(=O)N(CCN3CCC(CC3)C3=NC4=CC(=CC=C4N3)C(F)(F)F)C2=C1,4
FC1=CN=C2C=CC(=O)N(CCN3CCN(CC3)C3=NC4=CC(=CC=C4N3)C(F)(F)F)C2=C1,3.7
COC1=CN=C2C=CC(=O)N(CCN3CCC(CC3)C3=NC4=CC(Cl)=C(C)C=C4N3)C2=C1,3.8
COC1=CN=C2C=CC(=O)N(CCN3CCC(CC3)C3=NC4=CC(Cl)=CC=C4N3)C2=C1,3.6
COC1=CN=C2N=CC(=O)N(CCN3CCC(CC3)C3=NC4=CC(Cl)=C(C)C=C4N3)C2=C1,3.5
NS(=O)(=O)C1=CC=C(OC2=CN=C3C=CC(=O)N(CCN4CCC(CC4)C4=NC5=CC(=CC=C5N4)C#N)C3=C2)C=C1,2.2
COC1=CN=C2C=CC(=O)N(CCN3CCC(CC3)C3C(=O)NC4=CC=C(Cl)C=C34)C2=C1,2.8
NS(=O)(=O)C1=CC=C(OC2=CN=C3C=CC(=O)N(CCN4CCC(CC4)C4=NC5=CC(=CC=C5N4)C(F)(F)F)C3=C2)C=C1,2.4
COC1=CN=C2C=CC(=O)N(CCN3CCC(CC3)C3=CNC4=CC=C(C=C34)C#N)C2=C1,3.3
COC1=CN=C2C=CC(=O)N(CCN3CCN(CC3)C3=NC4=CC(C#N)=C(C)C=C4N3)C2=C1,3.2
ClC1=CC=C(OC2=NC3=CN=CC=C3C(=O)N2)C=C1,2
O=C1NC(OC2=CN(N=C2)C2CCCCCC2)=NC2=CN=CC=C12,2.9
CC(C)C1=CC=C(OC2=NC3=CN=CC=C3C(=O)N2)C=N1,1.5
OC1=CC(OC2=NC3=CN=CC=C3C(=O)N2)=CC=C1Cl,1.1
O=C1NC(OC2=CN(N=C2)C2CCCCC2)=NC2=CN=CC=C12,2.2
O=C1NC(OCC2CCCCC2)=NC2=CN=CC=C12,4.5
CN1C=C(OC2=NC3=CN=CC=C3C(=O)N2)C=N1,-0.3
O=C1NC(OC2CCCCC2)=NC2=CN=CC=C12,3.7
O=C1NC(OCC2=CC=CC=C2)=NC2=CN=CC=C12,2.8
CC(C)N1C=C(OC2=NC3=CN=CC=C3C(=O)N2)C=N1,0.7
O=C1NC(OC2=CN(CC3=CC=CN=C3)N=C2)=NC2=CN=CC=C12,0.3
O=C1NC(OC2=CN(CC3=CC=CC=C3)N=C2)=NC2=CN=CC=C12,1.8
CN1N=CC(OC2=NC3=CN=CC=C3C(=O)N2)=C1C,-0.2
O=C1NC(OC2=CN(CC3CCCCC3)N=C2)=NC2=CN=CC=C12,2.9
OC1=CC(OC2=NC3=CN=CC=C3C(=O)N2)=CC=C1,0.3
O=C1NC(OC2=CN(N=C2)C2=CC=CC=C2)=NC2=CN=CC=C12,1.9
O=C1NC(OC2=CN(N=C2)C2CCCC2)=NC2=CN=CC=C12,1.7
O=C1NC(OC2=CC=CC=C2)=NC2=CN=CC=C12,1.2
CN1C=C(OC2=NC3=CN=CC=C3C(=O)N2)C(C)=N1,0
O=C1NC(OC2=CNN=C2)=NC2=CN=CC=C12,-0.6
COC1=CC=CC(CN2C=C(OC3=NC4=CN=CC=C4C(=O)N3)C=N2)=C1,2
O=C1NC(OC2=CC=CN=C2)=NC2=CN=CC=C12,-0.2
NC1=NC=C(N=C1C(=O)NC1CCCC1)C1=CC=CC=C1C#N,3.9
CCC(C)NC(=O)C1=NC(=CN=C1N)C1=CC=CC=C1C#N,3.6
CC(C)(C)NC(=O)C1=NC(=CN=C1N)C1=CC=CC=C1,4.3
CCC(CC)NC(=O)C1=NC(=CN=C1N)C1=CC=CC(C)=C1,4.7
CC1=CC=CC(=C1)C1=CN=C(N)C(=N1)C(=O)NC1CCCC1,4.6
CCC(C)NC(=O)C1=NC(=CN=C1N)C1=CC=CC(Cl)=C1,4.4
CCC(C)NC(=O)C1=NC(=CN=C1N)C1=CC=C(F)C=C1,4
CCC(CC)NC(=O)C1=NC(=CN=C1N)C1=CC=C(F)C=C1,4.4
CCC(CC)NC(=O)C1=NC(=CN=C1N)C1=CC=C(F)C(C)=C1,4.8
NC1=NC=C(N=C1C(=O)NC1CCCC1)C1=CC=CC=C1,4.1
CCC(CC)NC(=O)C1=NC(=CN=C1N)C1=CC=CC=C1,4.3
CCC(CC)NC(=O)C1=NC(=CN=C1N)C1=CC=C(F)C=C1C#N,4.2
CCC(C)NC(=O)C1=NC(=CN=C1N)C1=CC=C(Cl)C=C1,4.5
O[C@@H](CNCCC1=CC=C(NS(=O)(=O)C2=CC=C(C=C2)C2=NC(=CS2)C2=CC=C(C=C2)C(F)(F)F)C=C1)C1=CC=CN=C1,4.7
O[C@@H]([C@H]1CC[C@@H](CC2=CC=C(NC(=O)CN3C=NC4=CC=CC=C4C3=O)C=C2)N1)C1=CC=CC=C1,2
O[C@@H]([C@H]1CC[C@@H](CC2=CC=C(NC(=O)[C@@H]3CCC4=CC=NN34)C=C2)N1)C1=CC=CN=C1,0.9
O[C@@H]([C@H]1CC[C@@H](CC2=CC=C(NC(=O)CN3N=CC=CC3=O)C=C2)N1)C1=CC=CC=C1,1
O[C@@H]([C@H]1CC[C@@H](CC2=CC=C(NC(=O)[C@@H]3CCC4=C3N=CS4)C=C2)N1)C1=CC=CN=C1,1.1
C[C@H](N1N=CC=CC1=O)C(=O)NC1=CC=C(C[C@@H]2CC[C@@H](N2)[C@H](O)C2=CC=CC=C2)C=C1,1.3
O[C@@H]([C@H]1CC[C@@H](CC2=CC=C(NC(=O)CN3C=CC=NC3=O)C=C2)N1)C1=CC=CC=C1,0.6
O[C@@H]([C@H]1CC[C@@H](CC2=CC=C(NC(=O)[C@@H]3CCC4=NC=CC(=O)N34)C=C2)N1)C1=CC=CC=C1,0.9
NC1=NC(CC(=O)NC2=CC=C(C[C@@H]3CC[C@@H](N3)[C@H](O)C3=CC=CC=C3)C=C2)=CS1,1.2
FC1=CC(=CC=C1NC(=O)C1=CC=CN=C1)C1=CC=CN=C1,1.97
COC1=CC(=CC(OC)=C1OC)C(=O)NC1=CC=C(C=C1NC(=O)[C@@H](C)NC(C)=O)C1=CC(F)=CC(F)=C1,2.31
COC1=CC=C(C=C1)C1=CC=C(NC(=O)C2=CC(OC)=C(OC)C=C2OC)C(F)=C1,3.64
COC1=CC(=CC(OC)=C1OC)C(=O)NC1=CC=C(C=C1F)C1=CC=NC=C1,2.75
COC1=CC=C(C=C1OC)C(=O)NC1=CC=C(C=C1F)C1=CC=CN=C1,2.23
COC1=CC(=CC(OC)=C1OC)C(=O)NC1=CC=C(C=C1F)C1=CC=CN=C1,2.48
COC1=CC=C(C(=O)NC2=CC=C(C=C2F)C2=CC=CN=C2)C(OC)=C1OC,3.99
COC1=CC(=CC(OC)=C1OC)C(=O)NC1=CC=C(C=N1)C1=CC(F)=CC(F)=C1,3.59
COC1=CC(OC)=C(C=C1OC)C(=O)NC1=CC=C(C=N1)C1=CC(F)=CC(F)=C1,3.66
COC1=CC(OC)=C(C=C1OC)C(=O)NC1=CC=C(C=C1F)C1=CC=NC=C1,3.13
COC1=CC(OC)=C(C(=O)NC2=CC=C(C=C2F)C2=CC=CN=C2)C(OC)=C1,2.38
COC1=CC(OC)=C(C=C1OC)C(=O)NC1=CC=C(C=C1F)C1=CC=CN=C1,2.84
COC1=CC(=CC(OC)=C1OC)C(=O)NC1=CC=C(C=C1N)C1=CC(F)=CC(F)=C1,2.62
COC1=CC(=CC(OC)=C1)C(=O)NC1=CC=C(C=C1F)C1=CC=CN=C1,2.81
COC1=CC(OC)=C(C=C1OC)C(=O)NC1=CC=C(C=N1)C1=CC=CN=C1,3.03
COC1=CC=C(C=C1OC)S(=O)(=O)NC1=CC=C(C=C1F)C1=CC=CN=C1,1.7
COC1=CC=C(C=C1)C(=O)NC1=CC=C(C=C1F)C1=CC=CN=C1,2.9
COC1=CC(=CC(OC)=C1OC)C(=O)NC1=CC=C(C=N1)C1=CC=CN=C1,2.39
COC1=CC(OC)=C(C=C1OC)C(=O)N(C)C1=CC=C(C=C1F)C1=CC=CN=C1,1.75
COC1=CC(=CC(OC)=C1OC)C(=O)N(C)C1=CC=C(C=C1F)C1=CC=CN=C1,2.32
FC1=CC(=CC=C1NC(=O)C1=CC=CC=C1)C1=CC=CN=C1,2.83
Cl.COC1=C(OCC2CCN(C)CC2)C=C2N=CN=C(NC3=CC=C(Br)C=C3F)C2=C1,2.6
COC1=C(OCCN2C=CN=N2)C=C2N=CN=C(NC3=CC=C(Br)C=C3F)C2=C1,4.6
Cl.COC1=C(OCCCN2CCN(C)CC2)C=C2N=CN=C(NC3=CC=C(Cl)C=C3F)C2=C1,2.4
OC(=O)C1=CC=C2C=CC=C(N3CCN(CCC4=CC=C(OCCCN5CCCCCC5)C=C4)CC3)C2=N1,-0.37
OC(=O)\C=C\C1=CC=C2C=CC=C(N3CCN(CCC4=CC=C(OCCCN5CCCCCC5)C=C4)CC3)C2=N1,0.34
OC(=O)CCC1=CN=C2C(C=CC=C2N2CCN(CCC3=CC=C(OCCCN4CCCCCC4)C=C3)CC2)=C1,-0.63
C(COC1=CC=C(CCN2CCN(CC2)C2=CC=CC3=CC=CN=C23)C=C1)CN1CCCCCC1,1.9
OC(=O)C1=C2C=CC=C(N3CCN(CCC4=CC=C(OCCCN5CCCCCC5)C=C4)CC3)C2=NC=C1,-0.24
OC(=O)C1=CC=C2C=CC=NC2=C1N1CCN(CCC2=CC=C(OCCCN3CCCCCC3)C=C2)CC1,-0.12
CCCCC1=CC(N2CCN(CCC3=CC=C(OCCCN4CCCCCC4)C=C3)CC2)=C2N=C(CCC(O)=O)C=CC2=C1,2.3
OC(=O)CCC1=CC=C2C=C(CC3=CC=CC=C3)C=C(N3CCN(CCC4=CC=C(OCCCN5CCCCCC5)C=C4)CC3)C2=N1,1.9
C(CCC1=CC=C(OCCCN2CCCCCC2)C=C1)CN1CCN(CC1)C1=CC=CC2=CC=CN=C12,2.2
CCC1=CC(N2CCN(CCC3=CC=C(OCCCN4CCCCCC4)C=C3)CC2)=C2N=C(CCC(O)=O)C=CC2=C1,1
OC(=O)C1=CC(N2CCN(CCC3=CC=C(OCCCN4CCCCCC4)C=C3)CC2)=C2N=CC=CC2=C1,-1
C(COC1=CC=C(CCCN2CCN(CC2)C2=CC=CC3=CC=CN=C23)C=C1)CN1CCCCCC1,1.8
ClC1=CC=C(CC2=NN(C[C@H]3CCCN3CCCCC3=CC=C(OCCCN4CCCCCC4)C=C3)C(=O)C3=CC=CC=C23)C=C1,3.2
OC(=O)C1=CN=C2C(C=CC=C2N2CCN(CCC3=CC=C(OCCCN4CCCCCC4)C=C3)CC2)=C1,-0.78
OC(=O)CCC1=CC=C2C=CC=C(N3CCN(CCC4=CC=C(OCCCN5CCCCCC5)C=C4)CC3)C2=N1,0.18
COCC1CN(CC2CCN(CC3=CC=CC=C3)CC2)C(=O)N(C1)C1=CC=CC(=C1)C(N)=N,2
NC(=N)C1=CC=CC(=C1)N1CC(COCC2=CC=CC=C2)CN(CC2CCN(CC3=CC=CC=C3)CC2)C1=O,2
NC(=N)C1=CC=CC(=C1)N1CC(O)CN(CC2CCN(CC3=CC=CC=C3)CC2)C1=O,2
NC(=N)C1=CC=CC(=C1)N1CC(CO)CN(CC2CCN(CC3=CC=CC=C3)CC2)C1=O,2
NC(=N)C1=CC=CC(=C1)N1CC(CN(CC2CCN(CC3=CC=CC=C3)CC2)C1=O)OCC1=CC=CC=C1,2
CC1CN(CC2CCN(CC3=CC=CC=C3)CC2)C(=O)N(C1)C1=CC=CC(=C1)C(N)=N,-0.49
